iter	Logloss
1513	0.2244774676
1514	0.2244240784
1515	0.2243871088
1516	0.2243155574
1517	0.2242766894
1518	0.2241985888
1519	0.2241590372
1520	0.2240970904
1521	0.2240391593
1522	0.2239864379
1523	0.2238910386
1524	0.2237832429
1525	0.2237338412
1526	0.2236588869
1527	0.2235661353
1528	0.2234895775
1529	0.22340951
1530	0.2233284339
1531	0.2232434661
1532	0.2231887226
1533	0.2231223376
1534	0.2230674632
1535	0.2230111587
1536	0.2229781871
1537	0.2228968395
1538	0.222839342
1539	0.2227865298
1540	0.2227203666
1541	0.2225751412
1542	0.2225159558
1543	0.222444811
1544	0.2223760869
1545	0.2223506612
1546	0.2223188381
1547	0.222246581
1548	0.2221947627
1549	0.2221355606
1550	0.22205121
1551	0.221960254
1552	0.2218329963
1553	0.2217892232
1554	0.2217001642
1555	0.221624386
1556	0.2215697467
1557	0.2214921844
1558	0.2214137226
1559	0.2213613707
1560	0.2213112486
1561	0.221228805
1562	0.2211875517
1563	0.2211646226
1564	0.2211053508
1565	0.2210639305
1566	0.2209949454
1567	0.2209170499
1568	0.2208650178
1569	0.2208122427
1570	0.220755943
1571	0.2206707319
1572	0.2206185603
1573	0.2205437306
1574	0.2204830919
1575	0.2204359083
1576	0.2203890271
1577	0.2202982833
1578	0.2201997253
1579	0.2201657427
1580	0.2201297859
1581	0.2200567171
1582	0.2200041451
1583	0.2199065556
1584	0.2198259479
1585	0.2197324806
1586	0.2196781571
1587	0.2196126752
1588	0.2195679524
1589	0.219504046
1590	0.2194405767
1591	0.2193642398
1592	0.2193019406
1593	0.2192406079
1594	0.2191595943
1595	0.2190997906
1596	0.2190242589
1597	0.2189567841
1598	0.2188870269
1599	0.2187563098
1600	0.2187131801
1601	0.2186787904
1602	0.2186206367
1603	0.2185655701
1604	0.2184972424
1605	0.2184246779
1606	0.218373577
1607	0.2183071891
1608	0.2182665396
1609	0.2182103251
1610	0.2181489139
1611	0.2180996575
1612	0.2180628209
1613	0.2179712183
1614	0.2179211781
1615	0.2178158627
1616	0.2177266576
1617	0.2176692726
1618	0.2176173227
1619	0.2175558927
1620	0.2175035374
1621	0.2174249619
1622	0.2173376539
1623	0.2172879037
1624	0.2171828864
1625	0.2171410387
1626	0.2170558544
1627	0.2170056444
1628	0.2169466803
1629	0.2169071045
1630	0.2168215835
1631	0.2167723959
1632	0.2167125034
1633	0.2166676641
1634	0.2166199545
1635	0.2165501745
1636	0.2164924844
1637	0.2164288687
1638	0.2163350755
1639	0.2162775422
1640	0.2162057841
1641	0.2161461196
1642	0.2160492331
1643	0.2159613868
1644	0.2159086362
1645	0.2158470232
1646	0.2157616691
1647	0.2157081867
1648	0.215647469
1649	0.215590329
1650	0.2155140738
1651	0.2154536764
1652	0.2154025883
1653	0.2153601584
1654	0.2152876503
1655	0.2152225498
1656	0.2151300634
1657	0.2150851654
1658	0.2150293018
1659	0.2149930793
1660	0.2149364624
1661	0.2148744176
1662	0.2148141642
1663	0.2147688005
1664	0.2146828136
1665	0.2146247344
1666	0.2145640011
1667	0.214527037
1668	0.2144752572
1669	0.2144275193
1670	0.2143809895
1671	0.2143161275
1672	0.2142515704
1673	0.2142108558
1674	0.2141513525
1675	0.2140780331
1676	0.2139837262
1677	0.2139169706
1678	0.2138566918
1679	0.2137992332
1680	0.2137594235
1681	0.2136909786
1682	0.2136551472
1683	0.2135758792
1684	0.2135133875
1685	0.2134744982
1686	0.2134210644
1687	0.2133557042
1688	0.213266831
1689	0.213223768
1690	0.2131808169
1691	0.2130749785
1692	0.2129502035
1693	0.2128859153
1694	0.2128212143
1695	0.2127870541
1696	0.212728539
1697	0.2126800592
1698	0.2126171571
1699	0.2125407549
1700	0.212464336
1701	0.2123735066
1702	0.2123160299
1703	0.2122463022
1704	0.2121603931
1705	0.2120980167
1706	0.2120162765
1707	0.2119839259
1708	0.2118871678
1709	0.2118155798
1710	0.2117227813
1711	0.2116575654
1712	0.2115614193
1713	0.2115062245
1714	0.2114240368
1715	0.2113684305
1716	0.2113194817
1717	0.2112838018
1718	0.2112071442
1719	0.2111404407
1720	0.2110934401
1721	0.2110469808
1722	0.2109790197
1723	0.2108879043
1724	0.2108408308
1725	0.2107660416
1726	0.2107066605
1727	0.2106573453
1728	0.2106049865
1729	0.210554555
1730	0.21052784
1731	0.2104597049
1732	0.2103979668
1733	0.2103205954
1734	0.2102458033
1735	0.2101905033
1736	0.2101431044
1737	0.2101011754
1738	0.21002463
1739	0.209977012
1740	0.2099227277
1741	0.209856519
1742	0.209732607
1743	0.2096770831
1744	0.2096337913
1745	0.2095965029
1746	0.2095041592
1747	0.2094596865
1748	0.2094248494
1749	0.2093806608
1750	0.2093010406
1751	0.2092427351
1752	0.2092027254
1753	0.2091452875
1754	0.2090758048
1755	0.20903476
1756	0.2089883091
1757	0.2089102547
1758	0.2088598936
1759	0.2088106014
1760	0.2087646264
1761	0.2086865143
1762	0.2086331306
1763	0.2085658484
1764	0.2085023242
1765	0.2084392473
1766	0.2083569725
1767	0.2083114596
1768	0.208277592
1769	0.2082168098
1770	0.2081621657
1771	0.2080829493
1772	0.2080298199
1773	0.2079833443
1774	0.2079384986
1775	0.2078726689
1776	0.2077532373
1777	0.2077140553
1778	0.2076472533
1779	0.2075628226
1780	0.2074890392
1781	0.2074322311
1782	0.2073752006
1783	0.2073162902
1784	0.2072266094
1785	0.2071944155
1786	0.2071369471
1787	0.2070560255
1788	0.2069307747
1789	0.2068146316
1790	0.2067179304
1791	0.2066092597
1792	0.2065616262
1793	0.2064620183
1794	0.2063673866
1795	0.2063236781
1796	0.2062758123
1797	0.2062148605
1798	0.2061544831
1799	0.2060842377
1800	0.2060106624
1801	0.2059334998
1802	0.2058333613
1803	0.2057315544
1804	0.2056797384
1805	0.2055850827
1806	0.2055213702
1807	0.2054716927
1808	0.2054293692
1809	0.20537616
1810	0.2053306305
1811	0.2052701863
1812	0.2051831691
1813	0.205139943
1814	0.2050689322
1815	0.2050206669
1816	0.2049671837
1817	0.2049015619
1818	0.2048613893
1819	0.2047955263
1820	0.2047340802
1821	0.2046735416
1822	0.204606321
1823	0.2045548202
1824	0.2045184963
1825	0.2044773906
1826	0.2044316073
1827	0.204381821
1828	0.204331405
1829	0.2042771219
1830	0.2042389116
1831	0.2042013768
1832	0.2041370066
1833	0.2040851405
1834	0.20403325
1835	0.2039855073
1836	0.2039172731
1837	0.2038687735
1838	0.2037963102
1839	0.203733874
1840	0.2036857244
1841	0.2036004422
1842	0.2035201668
1843	0.2034603032
1844	0.2034228999
1845	0.203376033
1846	0.2033339994
1847	0.2032867819
1848	0.2032525849
1849	0.2032009697
1850	0.2031517482
1851	0.203117508
1852	0.2030514369
1853	0.2030044433
1854	0.2029418689
1855	0.2028955213
1856	0.2028559657
1857	0.202787007
1858	0.2027301331
1859	0.2027000185
1860	0.202644409
1861	0.2026050065
1862	0.2025368959
1863	0.2024819357
1864	0.2024218144
1865	0.2023741298
1866	0.2023397692
1867	0.2022796226
1868	0.2022357358
1869	0.2021543493
1870	0.2021089727
1871	0.2020653322
1872	0.2020231422
1873	0.2019836069
1874	0.2019446313
1875	0.201890183
1876	0.2018410367
1877	0.2017814862
1878	0.2017298808
1879	0.2016806841
1880	0.2016261777
1881	0.201583816
1882	0.2015421619
1883	0.2014982805
1884	0.2014518264
1885	0.2014159883
1886	0.201380667
1887	0.2013430062
1888	0.2013001396
1889	0.2012602364
1890	0.2012136766
1891	0.2011529445
1892	0.2011015384
1893	0.2010709408
1894	0.2010181842
1895	0.2009777308
1896	0.200930144
1897	0.2008615619
1898	0.2008131329
1899	0.2007507805
1900	0.2006954552
1901	0.2006474089
1902	0.2005947152
1903	0.2005578758
1904	0.2005141354
1905	0.2004593679
1906	0.2004042233
1907	0.2003452295
1908	0.2002693674
1909	0.2002256163
1910	0.200176306
1911	0.2001137271
1912	0.200033454
1913	0.1999892683
1914	0.1999364666
1915	0.1998986118
1916	0.1998418183
1917	0.1997712363
1918	0.1996904347
1919	0.19959316
1920	0.1995535069
1921	0.1994835472
1922	0.1993927132
1923	0.199336574
1924	0.1992952516
1925	0.1992349911
1926	0.1991778473
1927	0.1991361746
1928	0.1990699391
1929	0.1990324984
1930	0.1989644444
1931	0.1989219416
1932	0.1988535766
1933	0.1988046467
1934	0.1987317848
1935	0.1986871416
1936	0.1986405899
1937	0.1985447556
1938	0.1984865819
1939	0.1984389698
1940	0.1983859136
1941	0.1983360447
1942	0.1982790869
1943	0.1982200464
1944	0.1981623315
1945	0.1981047146
1946	0.1980377724
1947	0.1979894529
1948	0.1979354625
1949	0.1978868945
1950	0.1978559826
1951	0.1978082411
1952	0.19776397
1953	0.1977016505
1954	0.1976515166
1955	0.1975785213
1956	0.1975372322
1957	0.1974643853
1958	0.197361781
1959	0.1973197616
1960	0.1972601055
1961	0.1972007659
1962	0.1971534525
1963	0.1971021642
1964	0.1970353244
1965	0.1969988068
1966	0.1969535891
1967	0.1968999497
1968	0.1968496876
1969	0.1967700986
1970	0.1967038406
1971	0.1966261426
1972	0.196581209
1973	0.1965287662
1974	0.1964646373
1975	0.1964151502
1976	0.1963577622
1977	0.1963111806
1978	0.196256622
1979	0.1962098806
1980	0.1960982153
1981	0.1960530048
1982	0.1959622906
1983	0.1959087543
1984	0.1958686638
1985	0.1958035466
1986	0.1957469185
1987	0.1957075822
1988	0.1955971857
1989	0.1955484564
1990	0.1954452487
1991	0.1954092907
1992	0.1953535566
1993	0.1953160097
1994	0.1952566768
1995	0.1952049524
1996	0.1951664663
1997	0.1951261072
1998	0.1950859197
1999	0.1950392418
