iter	Logloss
264	0.3715335326
265	0.3713716442
266	0.3711240991
267	0.3709721622
268	0.3708065367
269	0.3705508448
270	0.3703577077
271	0.3701661389
272	0.3699327516
273	0.3698022142
274	0.3694263631
275	0.3692165575
276	0.369075447
277	0.3689135837
278	0.3686710482
279	0.368536341
280	0.3684148804
281	0.3682770455
282	0.3679981877
283	0.3676950181
284	0.3674598843
285	0.3671741743
286	0.3670220293
287	0.3667857806
288	0.3666855685
289	0.3665512193
290	0.3663351738
291	0.3661254699
292	0.3659194245
293	0.3657611463
294	0.3655736136
295	0.3653680948
296	0.3652046466
297	0.3649104075
298	0.3648443017
299	0.3646634626
300	0.3645111221
301	0.3643371788
302	0.3642127276
303	0.3641167047
304	0.3638209604
305	0.3637027565
306	0.3634158969
307	0.3630951087
308	0.3628367358
309	0.3627429802
310	0.3625786687
311	0.3624411376
312	0.3623566117
313	0.3622506588
314	0.3621322587
315	0.3619888302
316	0.3618128694
317	0.3615727265
318	0.361489932
319	0.361371823
320	0.3611313407
321	0.3609680787
322	0.3609008757
323	0.3607390708
324	0.3604814709
325	0.3603841767
326	0.3602804755
327	0.3600460305
328	0.3598701826
329	0.35969012
330	0.3595012415
331	0.3594111551
332	0.3591690887
333	0.3588873445
334	0.3586962426
335	0.358504756
336	0.358208102
337	0.3580727749
338	0.3578528342
339	0.3575495227
340	0.3574107197
341	0.3573041438
342	0.3571320721
343	0.3570028048
344	0.3567283762
345	0.3565511078
346	0.3564067568
347	0.3562609095
348	0.3560692821
349	0.3558740784
350	0.3557666263
351	0.3556657847
352	0.3555421254
353	0.3553912948
354	0.3552043397
355	0.3549938586
356	0.3548640403
357	0.3547669628
358	0.3545981618
359	0.3544796171
360	0.354302234
361	0.3541660377
362	0.3539872474
363	0.3538297394
364	0.3536497801
365	0.3534964341
366	0.3532172627
367	0.3530026835
368	0.3528607197
369	0.3527701303
370	0.3526962603
371	0.3524278955
372	0.3522907653
373	0.3521547847
374	0.3520138799
375	0.3519167356
376	0.3517915602
377	0.3517155161
378	0.3516077353
379	0.3514690399
380	0.3513050843
381	0.3511757329
382	0.3510127688
383	0.3508760182
384	0.3507395924
385	0.3505588916
386	0.3504793265
387	0.3501876114
388	0.3499605204
389	0.3497751
390	0.3496341902
391	0.3492171734
392	0.3490400322
393	0.3489593035
394	0.3487564742
395	0.3485531078
396	0.348296389
397	0.3481080472
398	0.3478518475
399	0.3477348242
400	0.3476552245
401	0.3474967952
402	0.3473508084
403	0.3470342199
404	0.3469386784
405	0.3467594403
406	0.3466087776
407	0.3464072717
408	0.3462640201
409	0.3459864216
410	0.3458600299
411	0.3457326545
412	0.3455802217
413	0.3454648147
414	0.3453449021
415	0.345172102
416	0.3450888301
417	0.344861903
418	0.3447326298
419	0.3445433943
420	0.3442369779
421	0.3441213025
422	0.3440453567
423	0.3438536734
424	0.3437629498
425	0.3434881441
426	0.3432581424
427	0.3429903373
428	0.3428494761
429	0.3426169914
430	0.3424284083
431	0.3422127603
432	0.3420393771
433	0.3418847588
434	0.3416959166
435	0.3413224911
436	0.341193519
437	0.3410593747
438	0.3408220773
439	0.3405269571
440	0.3402254317
441	0.3401147695
442	0.3399969501
443	0.3399052608
444	0.3396610821
445	0.3393779109
446	0.3392412186
447	0.3389547714
448	0.3388136312
449	0.3387290843
450	0.3384975508
451	0.3383620702
452	0.3382185296
453	0.3379349184
454	0.3377297705
455	0.3375872301
456	0.3374399232
457	0.3372958043
458	0.3371410565
459	0.3367722062
460	0.3366581733
461	0.3364598211
462	0.3362784326
463	0.3361134528
464	0.3359346236
465	0.3357975454
466	0.3356048673
467	0.3354736051
468	0.3353217616
469	0.3351725884
470	0.3350200891
471	0.3348290521
472	0.3346777447
473	0.3344853638
474	0.3343645098
475	0.3341990195
476	0.3339092037
477	0.3337515325
478	0.3335739584
479	0.3334290132
480	0.3332816532
481	0.3331575603
482	0.3328730406
483	0.3327126144
484	0.3324970598
485	0.3323387988
486	0.3321836459
487	0.3320719029
488	0.3318767562
489	0.3316538225
490	0.3314881092
491	0.3312047418
492	0.33093102
493	0.3305918032
494	0.3304015008
495	0.3301194597
496	0.3299048946
497	0.329759996
498	0.3295324384
499	0.3293010933
500	0.3291462156
501	0.3288185205
502	0.3286328913
503	0.3284395604
504	0.3282792015
505	0.3281635971
506	0.3280231618
507	0.327846187
508	0.3276483299
509	0.3275020257
510	0.327251274
511	0.3271115438
512	0.3268927659
513	0.3267951807
514	0.3265778931
515	0.3263798713
516	0.3262792564
517	0.3261403616
518	0.325944963
519	0.325770252
520	0.3255823943
521	0.3253854994
522	0.3251921184
523	0.3250335289
524	0.3248356492
525	0.3245998734
526	0.324446998
527	0.3242353585
528	0.3240560745
529	0.3238863257
530	0.3237555948
531	0.3236056536
532	0.3234301275
533	0.3232916025
534	0.3230899296
535	0.3228611516
536	0.3225593799
537	0.3224207799
538	0.3222563416
539	0.3220563631
540	0.3218907132
541	0.3217277912
542	0.3215765282
543	0.3214250618
544	0.3211828924
545	0.3210436082
546	0.320848127
547	0.3206772147
548	0.3204648054
549	0.320228406
550	0.3200059426
551	0.319888541
552	0.3197375446
553	0.3196233743
554	0.3195166664
555	0.319296671
556	0.3191337433
557	0.3188814017
558	0.3186320252
559	0.3184189919
560	0.3182144187
561	0.3180219862
562	0.3178470149
563	0.3177424763
564	0.3176017376
565	0.3173784513
566	0.3172616098
567	0.317112149
568	0.316946957
569	0.3167750255
570	0.3165764207
571	0.3164146239
572	0.3162900191
573	0.3161585947
574	0.3160159928
575	0.3159138978
576	0.3157938888
577	0.3155832427
578	0.3154005926
579	0.3151997989
580	0.3150384223
581	0.3149280334
582	0.3148332657
583	0.3146111222
584	0.3143718274
585	0.3142052759
586	0.3139877506
587	0.3138334026
588	0.3136829458
589	0.3135118247
590	0.3132791109
591	0.3131077099
592	0.3129423532
593	0.31286352
594	0.3127352567
595	0.3125950426
596	0.3124017797
597	0.3122839666
598	0.3121538779
599	0.3120456244
600	0.3119210715
601	0.3118051415
602	0.311684168
603	0.3114996141
604	0.3113444931
605	0.3110356209
606	0.3109436765
607	0.3108466364
608	0.3106730285
609	0.3104590108
610	0.3103671637
611	0.3101758646
612	0.3100589584
613	0.3099482109
614	0.3097928572
615	0.3096064014
616	0.3094313724
617	0.3093212889
618	0.3092060972
619	0.3090094823
620	0.3088717599
621	0.3087292408
622	0.308523456
623	0.3083915007
624	0.308262072
625	0.3081577721
626	0.3080256812
627	0.3078915312
628	0.3077618374
629	0.3076426732
630	0.3074884204
631	0.3074003341
632	0.3072891437
633	0.3071069922
634	0.3069472828
635	0.3068101218
636	0.3066646086
637	0.3064921272
638	0.3063631677
639	0.3062777615
640	0.3060930475
641	0.305954327
642	0.3057967968
643	0.3056585552
644	0.3055425485
645	0.3054205556
646	0.3053239523
647	0.3052569988
648	0.3051500253
649	0.305016662
650	0.3048638205
651	0.3047503318
652	0.3046312588
653	0.3044495938
654	0.3043746754
655	0.3042740256
656	0.3041310443
657	0.3040247031
658	0.3038947753
659	0.3037659774
660	0.3036404086
661	0.3035141309
662	0.3033575516
663	0.3032419034
664	0.3031810242
665	0.3030083008
666	0.3028368941
667	0.3027146176
668	0.3025427508
669	0.3024550097
670	0.3023363552
671	0.302242298
672	0.3021562415
673	0.3020713409
674	0.3019225582
675	0.3017727907
676	0.3016745693
677	0.3015807509
678	0.3014134175
679	0.3013194653
680	0.3012585598
681	0.3009959873
682	0.3007775258
683	0.3006052625
684	0.3004776511
685	0.3003195545
686	0.3001693242
687	0.3000224733
688	0.2999042351
689	0.2997888708
690	0.2996581971
691	0.2995557163
692	0.2993964306
693	0.2992757231
694	0.2991696523
695	0.2990279951
696	0.298946464
697	0.2988485165
698	0.2987594556
699	0.298644488
700	0.2984450565
701	0.2983453338
702	0.2982398764
703	0.2981060477
704	0.2979609341
705	0.2977742759
706	0.2976323442
707	0.2974804269
708	0.2973607085
709	0.2972676336
710	0.2971039002
711	0.2969545034
712	0.2968850178
713	0.2967319142
714	0.2965650772
715	0.2964568138
716	0.2963704038
717	0.296289113
718	0.2961750093
719	0.2960293228
720	0.2959045579
721	0.2958150944
722	0.2957189921
723	0.2955219518
724	0.2954608986
725	0.2953640625
726	0.295289485
727	0.2951348312
728	0.2950282885
729	0.2949226421
730	0.2947382929
731	0.2946254393
732	0.2944870498
733	0.2943513287
734	0.2941983628
735	0.2940640242
736	0.2939323555
737	0.2938641889
738	0.2936920819
739	0.2935560672
740	0.293420204
741	0.2932438468
742	0.2930944449
743	0.2930006689
744	0.2928282573
745	0.2926360629
746	0.2925428346
747	0.2924285293
748	0.2922927255
749	0.2922153846
750	0.2919735804
751	0.2918334498
752	0.291712712
753	0.2915791094
754	0.2913935024
755	0.291241876
756	0.2911130631
757	0.290940823
758	0.2908111783
759	0.2906967896
760	0.2905306461
761	0.2903689958
762	0.2902735565
763	0.2901622965
764	0.290062094
765	0.2898568339
766	0.2896668705
767	0.2895844477
768	0.2894935191
769	0.2893355308
770	0.28923406
771	0.2890874652
772	0.2889485603
773	0.2888420947
774	0.2887548084
775	0.2887058071
776	0.2885071369
777	0.2883659685
778	0.2882488852
779	0.2881767508
780	0.2880625583
781	0.287927544
782	0.2877891041
783	0.2877143082
784	0.2876072923
785	0.2874421821
786	0.2872677529
787	0.2871519759
788	0.2870956854
789	0.2870280671
790	0.2868349383
791	0.2867708291
792	0.2866813611
793	0.2865643502
794	0.2864791714
795	0.2863738052
796	0.2862606365
797	0.2861699162
798	0.2860586852
799	0.285977316
800	0.2858163344
801	0.2856862891
802	0.2855308524
803	0.2854213262
804	0.2853125403
805	0.2851812205
806	0.2850208811
807	0.2849785676
808	0.2848357368
809	0.2847275817
810	0.284598789
811	0.2844824015
812	0.2844094803
813	0.284285703
814	0.2841439785
815	0.2840340061
816	0.2839164308
817	0.2837540751
818	0.2836490608
819	0.2835704948
820	0.2834714656
821	0.2833851283
822	0.2832773274
823	0.2831737739
824	0.2830690559
825	0.2829504389
826	0.2828656945
827	0.2827859063
828	0.2827068422
829	0.2825781206
830	0.2824193109
831	0.282260799
832	0.2821696175
833	0.282083682
834	0.2819659088
835	0.2818846848
836	0.2818105263
837	0.2816867514
838	0.2815711447
839	0.2814930209
840	0.2813384672
841	0.2812670467
842	0.2811409283
843	0.2810429806
844	0.2809334813
845	0.2808196946
846	0.2807087749
847	0.2806189513
848	0.2805115648
849	0.2803965786
850	0.280250739
851	0.2801238899
852	0.2800558355
853	0.2799343298
854	0.2797905236
855	0.2797025149
856	0.2796176086
857	0.2795306404
858	0.2793824851
859	0.2792911423
860	0.2791131418
861	0.2789966056
862	0.2788197735
863	0.2787430821
864	0.2786541162
865	0.2785611183
866	0.2784047439
867	0.2783272908
868	0.2781742616
869	0.2780601292
870	0.277847293
871	0.2776903284
872	0.2776042732
873	0.2775361054
874	0.2773424958
875	0.2772790886
876	0.277161901
877	0.2770752395
878	0.2769593791
879	0.276876251
880	0.2768145168
881	0.2767421738
882	0.2766409519
883	0.2765303746
884	0.2763812612
885	0.2763129535
886	0.2762429357
887	0.2761428123
888	0.2760323324
889	0.2758853021
890	0.2757657517
891	0.275674718
892	0.2755386589
893	0.2754559803
894	0.2753608959
895	0.2752154556
896	0.2750607898
897	0.274955156
898	0.2748836125
899	0.2748030476
900	0.2746725872
901	0.274556082
902	0.2744761283
903	0.2744030992
904	0.2742858053
905	0.2741184625
906	0.2740172569
907	0.2739579016
908	0.2738836533
909	0.2737582342
910	0.2736580193
911	0.2735442783
912	0.2734022719
913	0.2733340906
914	0.2731932081
915	0.2730697189
916	0.2729104642
917	0.2728559223
918	0.2727136086
919	0.2726109344
920	0.2724753364
921	0.2723562014
922	0.2722580785
923	0.2721706339
924	0.2720724085
925	0.272004937
926	0.2719223647
927	0.2718101015
928	0.2716842498
929	0.2715813868
930	0.2715140323
931	0.2714560223
932	0.2713828533
933	0.271300681
934	0.2711962665
935	0.2710095009
936	0.2709080311
937	0.2708280983
938	0.2707470612
939	0.2705945595
940	0.2705008317
941	0.2703979872
942	0.2702844038
943	0.2701460448
944	0.2700211891
945	0.2698941998
946	0.2698204465
947	0.2697496561
948	0.2696965885
949	0.269630469
950	0.2695347099
951	0.2694657659
952	0.2693622502
953	0.269253698
954	0.2691248599
955	0.2689660678
956	0.2688463661
957	0.2687366269
958	0.2685997807
959	0.2685092743
960	0.2684325774
961	0.2683022431
962	0.2681575069
963	0.2680690396
964	0.267943413
965	0.2678142792
966	0.2677170287
967	0.2676437752
968	0.2675655871
969	0.2675091654
970	0.2674401166
971	0.2673555591
972	0.2672913796
973	0.2672109456
974	0.2670954544
975	0.2669976519
976	0.2669225742
977	0.2668178003
978	0.2667255837
979	0.2665911516
980	0.2665280008
981	0.2664058817
982	0.2663512501
983	0.2663007756
984	0.2661641009
985	0.266090602
986	0.2659419788
987	0.2658789926
988	0.2657391765
989	0.2656551057
990	0.2655038032
991	0.2654025756
992	0.2652926033
993	0.265199938
994	0.2651089074
995	0.2650037006
996	0.2649011231
997	0.2647843205
998	0.2647023813
999	0.2645942346
1000	0.2645144573
1001	0.2643856825
1002	0.2642758713
1003	0.2641464565
1004	0.2640982604
1005	0.2639998776
1006	0.2639091475
1007	0.2637856558
1008	0.2636679986
1009	0.2634930778
1010	0.2634234026
1011	0.2633647068
1012	0.2632810782
1013	0.2632054275
1014	0.263134882
1015	0.2630662173
1016	0.2629988877
1017	0.2628911436
1018	0.2628362636
1019	0.2627091674
1020	0.262643111
1021	0.2625829337
1022	0.2624700538
1023	0.2623933472
1024	0.2623253067
1025	0.2622449269
1026	0.2621443002
1027	0.2620754768
1028	0.2619982074
1029	0.2619340692
1030	0.2618635108
1031	0.2617630509
1032	0.2616426609
1033	0.2614648105
1034	0.2613879992
1035	0.2612177398
1036	0.261120189
1037	0.2610145921
1038	0.2608466424
1039	0.260782944
1040	0.2607083171
1041	0.2606060955
1042	0.2605428032
1043	0.260470252
1044	0.2603905482
1045	0.2602762467
1046	0.2602170204
1047	0.2601375506
1048	0.2600738249
1049	0.2599438966
1050	0.2598410067
1051	0.2597562751
1052	0.2596867999
1053	0.2596152703
1054	0.2595274184
1055	0.2594658817
1056	0.2593407802
1057	0.2592883045
1058	0.2591992308
1059	0.2591399399
1060	0.2590197303
1061	0.2589345168
1062	0.2588650071
1063	0.2587186396
1064	0.2586064777
1065	0.2584851583
1066	0.258431265
1067	0.2583266098
1068	0.258268228
1069	0.2581798725
1070	0.2581058162
1071	0.2580307259
1072	0.2579140677
1073	0.2578123594
1074	0.2577358865
1075	0.2576385371
1076	0.257511014
1077	0.2574304613
1078	0.2572983069
1079	0.2572304043
1080	0.2571351199
1081	0.2570683231
1082	0.2569483285
1083	0.2568484635
1084	0.2567888186
1085	0.2567516139
1086	0.2566516417
1087	0.2565769007
1088	0.2564651515
1089	0.2563942488
1090	0.256344092
1091	0.2562903825
1092	0.2561981633
1093	0.2561352134
1094	0.2560796143
1095	0.2559875393
1096	0.2559255494
1097	0.2558510893
1098	0.2557791713
1099	0.2556695899
1100	0.2555346905
1101	0.2554782584
1102	0.2553873169
1103	0.2552903699
1104	0.255228379
1105	0.2551952968
1106	0.2551244753
1107	0.2550549809
1108	0.2549775415
1109	0.2548652864
1110	0.2547315235
1111	0.2545970085
1112	0.2545205766
1113	0.2544258366
1114	0.2543010066
1115	0.2542215773
1116	0.2541451176
1117	0.254037082
1118	0.2539509281
1119	0.253906226
1120	0.2538205948
1121	0.2537534309
1122	0.253700584
1123	0.2536007925
1124	0.253518056
1125	0.2534514216
1126	0.253337791
1127	0.2532331949
1128	0.2531064427
1129	0.2530221701
1130	0.2529198141
1131	0.2528384552
1132	0.2527833364
1133	0.25270681
1134	0.2526367789
1135	0.2525711758
1136	0.2525132879
1137	0.2524654978
1138	0.2523749846
1139	0.2522784159
1140	0.2521922747
1141	0.2520701271
1142	0.2520204632
1143	0.2519763133
1144	0.2519028678
1145	0.2518340038
1146	0.2517615701
1147	0.2517056578
1148	0.2516218336
1149	0.2515272168
1150	0.2513860536
1151	0.2513108048
1152	0.2511912012
1153	0.2511254576
1154	0.2510433732
1155	0.2509855295
1156	0.250923205
1157	0.2508325517
1158	0.2507083365
1159	0.2506345544
1160	0.2505778072
1161	0.2504214097
1162	0.2503556634
1163	0.2502822725
1164	0.2500941397
1165	0.2499799668
1166	0.249834817
1167	0.2497690679
1168	0.2497015943
1169	0.2496414347
1170	0.2495176669
1171	0.2494314455
1172	0.2493569888
1173	0.2492314472
1174	0.2491715039
1175	0.2490865434
1176	0.2489607051
1177	0.2488446733
1178	0.2487904011
1179	0.2487025945
1180	0.2486364177
1181	0.2485737147
1182	0.2485028735
1183	0.2484377763
1184	0.2483617511
1185	0.2482932768
1186	0.2481844796
1187	0.2480886705
1188	0.2480479729
1189	0.2479843576
1190	0.2478611276
1191	0.2478019164
1192	0.2477236262
1193	0.2476399179
1194	0.247520159
1195	0.2474409829
1196	0.2473486602
1197	0.2472234685
1198	0.2471553697
1199	0.2470800372
1200	0.2469915983
1201	0.2469087124
1202	0.2468512193
1203	0.2467431796
1204	0.2466475508
1205	0.2465911848
1206	0.2465338337
1207	0.2464798456
1208	0.2464187497
1209	0.2463237459
1210	0.2462589511
1211	0.2461957221
1212	0.2460817493
1213	0.2460119219
1214	0.2459176993
1215	0.2458517815
1216	0.2457590475
1217	0.2456796516
1218	0.2455907131
1219	0.2455393765
1220	0.245378261
1221	0.2452956744
1222	0.2452124938
1223	0.2451298221
1224	0.2450463314
1225	0.244973836
1226	0.2449167711
1227	0.2448523511
1228	0.2448078015
1229	0.244748101
1230	0.2446822903
1231	0.2445720963
1232	0.2445010685
1233	0.2444585159
1234	0.2443706891
1235	0.2442846693
1236	0.2442124415
1237	0.2441530857
1238	0.244067436
1239	0.2439775762
1240	0.2439066376
1241	0.2438610719
1242	0.2437659663
1243	0.2437157499
1244	0.2436626395
1245	0.2435929208
1246	0.2434789964
1247	0.2434169846
1248	0.243346906
1249	0.2432624836
1250	0.243185997
1251	0.2430908816
1252	0.2430077582
1253	0.2429383866
1254	0.2428564082
1255	0.2427198005
1256	0.2426358273
1257	0.242550458
1258	0.242431167
1259	0.2423539725
1260	0.242292284
1261	0.2422260679
1262	0.2421580891
1263	0.242058285
1264	0.2419908575
1265	0.2419112099
1266	0.2418080818
1267	0.241740376
1268	0.2416608642
1269	0.2416024723
1270	0.2415290392
1271	0.2414442614
1272	0.2413900599
1273	0.2413442845
1274	0.2412788014
1275	0.2411994762
1276	0.2411081284
1277	0.241056031
1278	0.2409462064
1279	0.2408885542
1280	0.2407960857
1281	0.2407365031
1282	0.2406462341
1283	0.2405845898
1284	0.240532203
1285	0.2404626933
1286	0.2403699624
1287	0.2402953717
1288	0.24019789
1289	0.2401105825
1290	0.2400559614
1291	0.2399783948
1292	0.2398745197
1293	0.2397618753
1294	0.2396966984
1295	0.2395853228
1296	0.2394951024
1297	0.2394461068
1298	0.2393921176
1299	0.2393040722
1300	0.2392342574
1301	0.2391811673
1302	0.2390965039
1303	0.2389784736
1304	0.2389022612
1305	0.2388444059
1306	0.2387777155
1307	0.2387139597
1308	0.2386610156
1309	0.2385894831
1310	0.2384649982
1311	0.2384201636
1312	0.2383636701
1313	0.2382908031
1314	0.2382099226
1315	0.2380995672
1316	0.2380316318
1317	0.2379708344
1318	0.2379041842
1319	0.2378374028
1320	0.2377797955
1321	0.2377252935
1322	0.2375855052
1323	0.2375174264
1324	0.2374688198
1325	0.2374009715
1326	0.2372956911
1327	0.2372154379
1328	0.2371442557
1329	0.2370893619
1330	0.2370552022
1331	0.2369909606
1332	0.2369023439
1333	0.2368200718
1334	0.2367208899
1335	0.2366671712
1336	0.2365788877
1337	0.2365028791
1338	0.2363872499
1339	0.2362835478
1340	0.236200162
1341	0.2360792235
1342	0.2359891978
1343	0.2359228028
1344	0.2358407317
1345	0.2357578289
1346	0.2357071847
1347	0.2356544056
1348	0.2355819639
1349	0.2355479593
1350	0.2355079897
1351	0.2354554185
1352	0.2353618814
1353	0.2353004817
1354	0.2352393987
1355	0.2351227248
1356	0.2350522585
1357	0.2349233072
1358	0.2348720683
1359	0.2348337375
1360	0.2347729162
1361	0.2346885054
1362	0.234587556
1363	0.2345004753
1364	0.234424093
1365	0.2343647464
1366	0.2342690074
1367	0.2342089407
1368	0.2341498229
1369	0.2340893444
1370	0.2340381311
1371	0.2338897349
1372	0.2338234793
1373	0.2337489796
1374	0.2336864819
1375	0.2336463004
1376	0.2335951278
1377	0.2335137448
1378	0.2334507657
1379	0.2333944081
1380	0.2332969273
1381	0.2332080316
1382	0.2331065814
1383	0.2330284571
1384	0.232954922
1385	0.2328851085
1386	0.2328126824
1387	0.232720265
1388	0.232636441
1389	0.2325349993
1390	0.2324750926
1391	0.2324303001
1392	0.2323026771
1393	0.2322533501
1394	0.232191291
1395	0.2320602826
1396	0.2319659644
1397	0.2319213188
1398	0.2318464449
1399	0.2317985799
1400	0.2317353387
1401	0.231642031
1402	0.231593326
1403	0.2315420336
1404	0.2314621526
1405	0.2314021317
1406	0.2313459922
1407	0.2312856851
1408	0.2312427356
1409	0.2311768909
1410	0.231110148
1411	0.2310708645
1412	0.2310144528
1413	0.2309493294
1414	0.230866959
1415	0.2307993976
1416	0.2306959285
1417	0.2306402756
1418	0.230549796
1419	0.2304792415
1420	0.2304106941
1421	0.2303050659
1422	0.2302313253
1423	0.2301460237
1424	0.2300763512
1425	0.2300147577
1426	0.2299752294
1427	0.2298918053
1428	0.2297791626
1429	0.2297217942
1430	0.2296560786
1431	0.229609853
1432	0.2295654833
1433	0.2294551071
1434	0.2293841911
1435	0.2293275008
1436	0.2292696979
1437	0.2291741521
1438	0.2290856181
1439	0.2290361451
1440	0.2289722524
1441	0.2289149275
1442	0.2288416787
1443	0.2287724381
1444	0.2286897237
1445	0.2286322273
1446	0.228564796
1447	0.2285139564
1448	0.2284261638
1449	0.2283445831
1450	0.2282945839
1451	0.2281988427
1452	0.2281486336
1453	0.22809397
1454	0.2280232053
1455	0.2279728121
1456	0.2278888197
1457	0.2278410164
1458	0.2277648941
1459	0.2277047449
1460	0.2276312164
1461	0.2275815374
1462	0.2275172684
1463	0.2274333509
1464	0.2273618411
1465	0.2273009327
1466	0.2272085717
1467	0.2271505854
1468	0.2270598451
1469	0.2270126044
1470	0.2269510098
1471	0.2268740796
1472	0.226847123
1473	0.226771488
1474	0.2267147023
1475	0.2266813653
1476	0.2266354451
1477	0.2266000478
1478	0.2265436348
1479	0.2264798915
1480	0.2264129223
1481	0.2263628402
1482	0.2263190529
1483	0.2262659465
1484	0.2262006399
1485	0.2261465231
1486	0.2261094493
1487	0.2260283123
1488	0.2259662814
1489	0.2259091178
1490	0.2258265658
1491	0.2257736511
1492	0.2257367182
1493	0.2256879761
1494	0.2256486679
1495	0.2255830925
1496	0.2255133347
1497	0.2254598466
1498	0.2254288988
1499	0.2253881265
1500	0.2253163841
1501	0.2252279084
1502	0.2251538904
1503	0.225065942
1504	0.2249996898
1505	0.2249504265
1506	0.2249070382
1507	0.2248487229
1508	0.2247941173
1509	0.2247139799
1510	0.2246602696
1511	0.2246262155
1512	0.2245736197
