iter	Passed	Remaining
1665	32048	6425
1666	32069	6406
1667	32087	6386
1668	32109	6368
1669	32137	6350
1670	32153	6330
1671	32171	6311
1672	32188	6291
1673	32206	6272
1674	32223	6252
1675	32242	6232
1676	32260	6213
1677	32277	6193
1678	32294	6174
1679	32318	6155
1680	32338	6136
1681	32358	6117
1682	32377	6098
1683	32396	6079
1684	32418	6060
1685	32438	6041
1686	32464	6023
1687	32484	6004
1688	32503	5985
1689	32523	5965
1690	32543	5946
1691	32562	5927
1692	32583	5908
1693	32601	5889
1694	32621	5869
1695	32639	5850
1696	32658	5831
1697	32677	5811
1698	32697	5792
1699	32717	5773
1700	32737	5754
1701	32757	5735
1702	32776	5716
1703	32797	5697
1704	32820	5678
1705	32841	5659
1706	32860	5640
1707	32878	5620
1708	32899	5601
1709	32919	5582
1710	32938	5563
1711	32960	5544
1712	32980	5525
1713	32998	5506
1714	33017	5486
1715	33037	5467
1716	33055	5448
1717	33073	5428
1718	33092	5409
1719	33113	5390
1720	33131	5371
1721	33149	5351
1722	33168	5332
1723	33195	5314
1724	33214	5295
1725	33239	5276
1726	33262	5258
1727	33283	5239
1728	33300	5219
1729	33319	5200
1730	33335	5180
1731	33354	5161
1732	33372	5141
1733	33391	5122
1734	33408	5102
1735	33425	5083
1736	33443	5063
1737	33464	5044
1738	33485	5025
1739	33504	5006
1740	33520	4986
1741	33538	4967
1742	33555	4947
1743	33572	4928
1744	33596	4909
1745	33616	4890
1746	33633	4870
1747	33650	4851
1748	33667	4831
1749	33683	4811
1750	33700	4792
1751	33718	4772
1752	33734	4753
1753	33753	4733
1754	33769	4714
1755	33787	4694
1756	33803	4675
1757	33819	4655
1758	33836	4635
1759	33853	4616
1760	33871	4596
1761	33890	4577
1762	33907	4558
1763	33923	4538
1764	33941	4519
1765	33959	4499
1766	33978	4480
1767	33996	4461
1768	34013	4441
1769	34032	4422
1770	34049	4402
1771	34067	4383
1772	34086	4364
1773	34108	4345
1774	34125	4325
1775	34142	4306
1776	34161	4287
1777	34178	4267
1778	34198	4248
1779	34216	4229
1780	34239	4210
1781	34256	4190
1782	34273	4171
1783	34291	4151
1784	34315	4133
1785	34334	4113
1786	34351	4094
1787	34369	4075
1788	34387	4055
1789	34408	4036
1790	34426	4017
1791	34444	3997
1792	34462	3978
1793	34487	3960
1794	34511	3941
1795	34528	3921
1796	34546	3902
1797	34565	3883
1798	34583	3863
1799	34600	3844
1800	34617	3825
1801	34636	3805
1802	34656	3786
1803	34675	3767
1804	34692	3747
1805	34710	3728
1806	34730	3709
1807	34746	3689
1808	34763	3670
1809	34779	3650
1810	34796	3631
1811	34813	3612
1812	34830	3592
1813	34848	3573
1814	34864	3553
1815	34883	3534
1816	34901	3515
1817	34922	3496
1818	34951	3477
1819	34968	3458
1820	34985	3438
1821	35004	3419
1822	35022	3400
1823	35040	3381
1824	35059	3361
1825	35078	3342
1826	35096	3323
1827	35114	3304
1828	35132	3284
1829	35151	3265
1830	35168	3246
1831	35191	3227
1832	35207	3207
1833	35224	3188
1834	35241	3168
1835	35257	3149
1836	35274	3129
1837	35292	3110
1838	35309	3091
1839	35326	3071
1840	35348	3052
1841	35367	3033
1842	35384	3014
1843	35400	2994
1844	35417	2975
1845	35436	2956
1846	35453	2936
1847	35470	2917
1848	35487	2898
1849	35505	2878
1850	35523	2859
1851	35541	2840
1852	35559	2820
1853	35575	2801
1854	35594	2782
1855	35616	2763
1856	35633	2743
1857	35650	2724
1858	35674	2705
1859	35691	2686
1860	35710	2667
1861	35730	2648
1862	35747	2628
1863	35763	2609
1864	35780	2590
1865	35798	2570
1866	35818	2551
1867	35837	2532
1868	35853	2512
1869	35872	2493
1870	35892	2474
1871	35909	2455
1872	35926	2436
1873	35950	2417
1874	35976	2398
1875	35994	2379
1876	36012	2359
1877	36029	2340
1878	36046	2321
1879	36063	2301
1880	36081	2282
1881	36098	2263
1882	36114	2244
1883	36132	2224
1884	36149	2205
1885	36165	2186
1886	36181	2166
1887	36199	2147
1888	36216	2128
1889	36232	2108
1890	36249	2089
1891	36267	2070
1892	36285	2050
1893	36301	2031
1894	36318	2012
1895	36335	1993
1896	36352	1973
1897	36377	1954
1898	36395	1935
1899	36416	1916
1900	36433	1897
1901	36449	1878
1902	36466	1858
1903	36483	1839
1904	36501	1820
1905	36519	1801
1906	36536	1781
1907	36556	1762
1908	36574	1743
1909	36593	1724
1910	36610	1705
1911	36628	1685
1912	36644	1666
1913	36666	1647
1914	36686	1628
1915	36705	1609
1916	36721	1589
1917	36739	1570
1918	36756	1551
1919	36775	1532
1920	36795	1513
1921	36812	1493
1922	36830	1474
1923	36847	1455
1924	36863	1436
1925	36882	1417
1926	36902	1397
1927	36921	1378
1928	36945	1359
1929	36962	1340
1930	36979	1321
1931	36995	1302
1932	37017	1283
1933	37034	1263
1934	37052	1244
1935	37069	1225
1936	37091	1206
1937	37109	1187
1938	37132	1168
1939	37150	1148
1940	37168	1129
1941	37185	1110
1942	37202	1091
1943	37223	1072
1944	37240	1053
1945	37259	1033
1946	37276	1014
1947	37296	995
1948	37313	976
1949	37330	957
1950	37346	937
1951	37363	918
1952	37386	899
1953	37409	880
1954	37426	861
1955	37444	842
1956	37462	823
1957	37481	803
1958	37499	784
1959	37516	765
1960	37533	746
1961	37550	727
1962	37567	708
1963	37584	688
1964	37601	669
1965	37622	650
1966	37640	631
1967	37657	612
1968	37675	593
1969	37693	574
1970	37710	554
1971	37729	535
1972	37747	516
1973	37765	497
1974	37783	478
1975	37800	459
1976	37816	439
1977	37833	420
1978	37851	401
1979	37874	382
1980	37894	363
1981	37913	344
1982	37934	325
1983	37953	306
1984	37970	286
1985	37991	267
1986	38010	248
1987	38027	229
1988	38050	210
1989	38067	191
1990	38085	172
1991	38101	153
1992	38123	133
1993	38142	114
1994	38160	95
1995	38177	76
1996	38194	57
1997	38217	38
1998	38237	19
1999	38255	0
